Distance to run: 100, step: 1
3349:(x,y) = (-63.8137 , -58.3745)
3350:(x,y) = (-63.6745 , -59.3648)
3351:(x,y) = (-62.6759 , -59.3125)
3352:(x,y) = (-63.4306 , -59.9685)
3353:(x,y) = (-63.9898 , -60.7976)
3354:(x,y) = (-64.7884 , -61.3994)
3355:(x,y) = (-65.7156 , -61.0248)
3356:(x,y) = (-64.7701 , -61.3504)
3357:(x,y) = (-63.8713 , -60.912)
3358:(x,y) = (-64.6904 , -61.4856)
3359:(x,y) = (-64.2209 , -62.3685)
3360:(x,y) = (-63.2223 , -62.4208)
3361:(x,y) = (-63.3095 , -61.4246)
3362:(x,y) = (-63.7943 , -62.2993)
3363:(x,y) = (-64.549 , -62.9553)
3364:(x,y) = (-63.8176 , -63.6373)
3365:(x,y) = (-64.537 , -62.9427)
3366:(x,y) = (-63.8678 , -63.6858)
3367:(x,y) = (-63.2251 , -64.4519)
3368:(x,y) = (-62.5957 , -63.6747)
3369:(x,y) = (-61.7971 , -63.0729)
3370:(x,y) = (-62.2819 , -62.1983)
3371:(x,y) = (-61.7227 , -61.3692)
3372:(x,y) = (-62.0647 , -60.4295)
3373:(x,y) = (-61.5201 , -59.5909)
3374:(x,y) = (-60.7009 , -59.0173)
3375:(x,y) = (-61.0265 , -58.0718)
3376:(x,y) = (-61.6693 , -57.3057)
3377:(x,y) = (-61.4274 , -58.276)
3378:(x,y) = (-62.0834 , -57.5213)
3379:(x,y) = (-62.8495 , -58.1641)
3380:(x,y) = (-61.8519 , -58.2339)
3381:(x,y) = (-61.6611 , -59.2155)
3382:(x,y) = (-62.3804 , -59.9101)
3383:(x,y) = (-63.1791 , -60.512)
3384:(x,y) = (-64.1063 , -60.1374)
3385:(x,y) = (-63.4243 , -60.8687)
3386:(x,y) = (-63.7989 , -61.7959)
3387:(x,y) = (-62.8172 , -61.6051)
3388:(x,y) = (-63.6744 , -62.1201)
3389:(x,y) = (-63.8994 , -61.1458)
3390:(x,y) = (-64.8992 , -61.1632)
3391:(x,y) = (-64.7428 , -60.1755)
3392:(x,y) = (-64.4008 , -59.2358)
3393:(x,y) = (-63.9781 , -60.1421)
3394:(x,y) = (-64.9727 , -60.0376)
3395:(x,y) = (-65.1635 , -61.0192)
3396:(x,y) = (-64.6188 , -61.8579)
3397:(x,y) = (-65.2066 , -61.0489)
3398:(x,y) = (-66.0812 , -61.5337)
3399:(x,y) = (-65.0867 , -61.6382)
3400:(x,y) = (-66.043 , -61.3459)
3401:(x,y) = (-65.195 , -61.8758)
3402:(x,y) = (-64.5522 , -61.1097)
3403:(x,y) = (-65.3713 , -60.5361)
3404:(x,y) = (-65.5963 , -61.5105)
3405:(x,y) = (-64.8531 , -62.1796)
3406:(x,y) = (-65.455 , -61.381)
3407:(x,y) = (-65.6458 , -62.3626)
3408:(x,y) = (-66.0525 , -61.4491)
3409:(x,y) = (-66.2604 , -62.4272)
3410:(x,y) = (-66.7604 , -61.5612)
3411:(x,y) = (-67.1024 , -60.6215)
3412:(x,y) = (-66.4868 , -59.8335)
3413:(x,y) = (-67.2958 , -60.4213)
3414:(x,y) = (-68.2355 , -60.7633)
3415:(x,y) = (-68.0963 , -59.7731)
3416:(x,y) = (-67.3416 , -59.117)
3417:(x,y) = (-67.3067 , -58.1176)
3418:(x,y) = (-67.359 , -57.119)
3419:(x,y) = (-67.9326 , -56.2998)
3420:(x,y) = (-67.4786 , -55.4088)
3421:(x,y) = (-68.3173 , -54.8642)
3422:(x,y) = (-69.2161 , -55.3025)
3423:(x,y) = (-68.2199 , -55.2154)
3424:(x,y) = (-68.0807 , -54.2251)
3425:(x,y) = (-68.3897 , -55.1762)
3426:(x,y) = (-68.4943 , -56.1707)
3427:(x,y) = (-67.588 , -55.7481)
3428:(x,y) = (-66.6424 , -55.4225)
3429:(x,y) = (-65.6765 , -55.6813)
3430:(x,y) = (-65.9855 , -56.6324)
3431:(x,y) = (-65.3977 , -55.8234)
3432:(x,y) = (-66.3939 , -55.9105)
3433:(x,y) = (-67.3885 , -55.806)
3434:(x,y) = (-67.0794 , -54.8549)
3435:(x,y) = (-66.9403 , -53.8647)
3436:(x,y) = (-67.6094 , -53.1215)
3437:(x,y) = (-68.5549 , -53.4471)
3438:(x,y) = (-69.3936 , -53.9917)
3439:(x,y) = (-69.8631 , -53.1088)
3440:(x,y) = (-69.0059 , -53.6238)
3441:(x,y) = (-68.1149 , -54.0778)
3442:(x,y) = (-68.3057 , -53.0962)
3443:(x,y) = (-67.3721 , -52.7378)
3444:(x,y) = (-66.8873 , -51.8632)
3445:(x,y) = (-66.3723 , -52.7204)
3446:(x,y) = (-66.5972 , -51.746)
3447:(x,y) = (-65.6909 , -52.1686)
3448:(x,y) = (-65.8474 , -53.1563)
3449:(x,y) = (-65.489 , -52.2227)
3450:(x,y) = (-65.6626 , -51.2379)
3451:(x,y) = (-66.6239 , -51.5136)
3452:(x,y) = (-66.589 , -50.5142)
3453:(x,y) = (-67.5884 , -50.4793)
3454:(x,y) = (-68.522 , -50.8376)
3455:(x,y) = (-67.7788 , -50.1685)
3456:(x,y) = (-67.4368 , -49.2288)
3457:(x,y) = (-66.5163 , -49.6195)
3458:(x,y) = (-66.0315 , -50.4942)
3459:(x,y) = (-66.014 , -49.4943)
3460:(x,y) = (-65.226 , -50.11)
3461:(x,y) = (-66.2076 , -50.3008)
3462:(x,y) = (-65.2464 , -50.0251)
3463:(x,y) = (-66.0851 , -49.4805)
3464:(x,y) = (-65.0905 , -49.376)
3465:(x,y) = (-65.0556 , -48.3766)
3466:(x,y) = (-65.2464 , -47.395)
3467:(x,y) = (-64.2616 , -47.2213)
3468:(x,y) = (-65.1952 , -46.8629)
3469:(x,y) = (-64.5006 , -47.5823)
3470:(x,y) = (-65.1299 , -46.8051)
3471:(x,y) = (-65.7455 , -46.0171)
3472:(x,y) = (-66.6852 , -45.6751)
3473:(x,y) = (-67.328 , -46.4412)
3474:(x,y) = (-66.4008 , -46.0665)
3475:(x,y) = (-67.1555 , -46.7226)
3476:(x,y) = (-66.4242 , -46.0406)
3477:(x,y) = (-65.4256 , -46.0929)
3478:(x,y) = (-66.3868 , -46.3686)
3479:(x,y) = (-67.3844 , -46.2988)
3480:(x,y) = (-66.9149 , -47.1818)
3481:(x,y) = (-67.8931 , -46.9739)
3482:(x,y) = (-66.9149 , -46.7659)
3483:(x,y) = (-66.0161 , -46.3276)
3484:(x,y) = (-65.0458 , -46.5695)
3485:(x,y) = (-64.9587 , -45.5733)
3486:(x,y) = (-64.5841 , -44.6461)
3487:(x,y) = (-64.0394 , -43.8075)
3488:(x,y) = (-63.57 , -42.9245)
3489:(x,y) = (-62.5797 , -42.7853)
3490:(x,y) = (-61.6286 , -42.4763)
3491:(x,y) = (-61.8706 , -43.4466)
3492:(x,y) = (-61.545 , -42.5011)
3493:(x,y) = (-60.7159 , -41.9419)
3494:(x,y) = (-59.9846 , -41.2599)
3495:(x,y) = (-59.3553 , -42.037)
3496:(x,y) = (-58.3608 , -42.1416)
3497:(x,y) = (-59.1698 , -41.5538)
3498:(x,y) = (-58.4037 , -42.1966)
3499:(x,y) = (-59.2947 , -41.7426)
3500:(x,y) = (-58.4287 , -42.2426)
3501:(x,y) = (-57.6516 , -42.8719)
3502:(x,y) = (-58.5504 , -42.4335)
3503:(x,y) = (-59.1931 , -41.6675)
3504:(x,y) = (-58.7391 , -40.7765)
3505:(x,y) = (-58.07 , -40.0333)
3506:(x,y) = (-58.7894 , -40.728)
3507:(x,y) = (-57.8622 , -41.1026)
3508:(x,y) = (-57.7403 , -42.0951)
3509:(x,y) = (-57.2403 , -41.2291)
3510:(x,y) = (-58.1391 , -40.7908)
3511:(x,y) = (-58.9481 , -41.3785)
3512:(x,y) = (-59.6042 , -42.1332)
3513:(x,y) = (-58.8162 , -41.5176)
3514:(x,y) = (-59.2229 , -40.604)
3515:(x,y) = (-59.1706 , -39.6054)
3516:(x,y) = (-58.1744 , -39.6926)
3517:(x,y) = (-57.6008 , -38.8734)
3518:(x,y) = (-56.6395 , -38.5978)
3519:(x,y) = (-56.0949 , -37.7591)
3520:(x,y) = (-55.6723 , -38.6654)
3521:(x,y) = (-54.8531 , -38.0918)
3522:(x,y) = (-55.8493 , -38.179)
3523:(x,y) = (-54.8548 , -38.0745)
3524:(x,y) = (-54.3398 , -38.9316)
3525:(x,y) = (-55.0089 , -39.6748)
3526:(x,y) = (-54.2895 , -40.3694)
3527:(x,y) = (-55.2677 , -40.1615)
3528:(x,y) = (-55.7061 , -41.0603)
3529:(x,y) = (-56.5541 , -40.5304)
3530:(x,y) = (-55.777 , -41.1597)
3531:(x,y) = (-56.606 , -41.7189)
3532:(x,y) = (-56.9316 , -40.7734)
3533:(x,y) = (-55.9572 , -40.9983)
3534:(x,y) = (-54.9913 , -41.2572)
3535:(x,y) = (-54.2719 , -40.5625)
3536:(x,y) = (-53.4528 , -39.9889)
3537:(x,y) = (-54.3274 , -40.4737)
3538:(x,y) = (-53.4002 , -40.0991)
3539:(x,y) = (-52.7182 , -40.8305)
3540:(x,y) = (-53.4954 , -40.2012)
3541:(x,y) = (-52.8262 , -39.458)
3542:(x,y) = (-52.0715 , -38.802)
3543:(x,y) = (-52.541 , -39.6849)
3544:(x,y) = (-52.4712 , -38.6873)
3545:(x,y) = (-53.3776 , -38.2647)
3546:(x,y) = (-52.5115 , -38.7647)
3547:(x,y) = (-52.3551 , -37.777)
3548:(x,y) = (-53.2211 , -38.277)
3549:(x,y) = (-54.0091 , -38.8927)
3550:(x,y) = (-53.0243 , -38.7191)
3551:(x,y) = (-52.068 , -38.4267)
3552:(x,y) = (-52.3604 , -39.383)
3553:(x,y) = (-53.3263 , -39.6418)
3554:(x,y) = (-52.4128 , -39.2351)
3555:(x,y) = (-52.022 , -38.3146)
3556:(x,y) = (-51.5994 , -39.2209)
3557:(x,y) = (-52.4475 , -39.7508)
3558:(x,y) = (-53.021 , -40.5699)
3559:(x,y) = (-54.0209 , -40.5525)
3560:(x,y) = (-53.0209 , -40.5525)
3561:(x,y) = (-52.6463 , -39.6253)
3562:(x,y) = (-52.7334 , -40.6215)
3563:(x,y) = (-51.7879 , -40.9471)
3564:(x,y) = (-51.2287 , -40.118)
3565:(x,y) = (-51.5708 , -41.0577)
3566:(x,y) = (-50.6644 , -40.6351)
3567:(x,y) = (-49.8658 , -41.2369)
3568:(x,y) = (-48.9912 , -41.7217)
3569:(x,y) = (-48.8348 , -42.7094)
3570:(x,y) = (-49.6828 , -42.1795)
3571:(x,y) = (-48.7169 , -42.4383)
3572:(x,y) = (-47.8782 , -42.983)
3573:(x,y) = (-48.8659 , -43.1394)
3574:(x,y) = (-49.5479 , -43.8707)
3575:(x,y) = (-49.2891 , -44.8367)
3576:(x,y) = (-50.0877 , -45.4385)
3577:(x,y) = (-49.7293 , -44.5049)
3578:(x,y) = (-50.2593 , -45.353)
3579:(x,y) = (-49.7744 , -46.2276)
3580:(x,y) = (-49.4654 , -47.1786)
3581:(x,y) = (-49.84 , -48.1058)
3582:(x,y) = (-49.1087 , -48.7878)
3583:(x,y) = (-48.5069 , -47.9892)
3584:(x,y) = (-47.7998 , -48.6963)
3585:(x,y) = (-48.6384 , -49.2409)
3586:(x,y) = (-49.1384 , -48.3749)
3587:(x,y) = (-49.6684 , -47.5268)
3588:(x,y) = (-49.2457 , -46.6205)
3589:(x,y) = (-49.9277 , -47.3519)
3590:(x,y) = (-50.9203 , -47.23)
3591:(x,y) = (-50.4663 , -48.121)
3592:(x,y) = (-51.4444 , -47.9131)
3593:(x,y) = (-51.2365 , -46.935)
3594:(x,y) = (-51.0974 , -47.9252)
3595:(x,y) = (-51.8167 , -48.6199)
3596:(x,y) = (-52.7503 , -48.9783)
3597:(x,y) = (-53.7465 , -48.8911)
3598:(x,y) = (-53.2314 , -48.0339)
3599:(x,y) = (-54.2217 , -47.8948)
3600:(x,y) = (-54.2915 , -46.8972)
3601:(x,y) = (-55.1744 , -47.3667)
3602:(x,y) = (-56.0949 , -46.9759)
3603:(x,y) = (-55.7042 , -47.8965)
3604:(x,y) = (-55.7216 , -48.8963)
3605:(x,y) = (-55.9466 , -49.8707)
3606:(x,y) = (-56.7346 , -50.4863)
3607:(x,y) = (-55.7352 , -50.5212)
3608:(x,y) = (-56.6863 , -50.8302)
3609:(x,y) = (-56.7908 , -49.8357)
3610:(x,y) = (-57.7756 , -49.6621)
3611:(x,y) = (-58.3634 , -48.8531)
3612:(x,y) = (-59.1724 , -49.4408)
3613:(x,y) = (-59.7742 , -48.6422)
3614:(x,y) = (-59.1585 , -47.8542)
3615:(x,y) = (-58.4272 , -47.1722)
3616:(x,y) = (-57.4875 , -47.5142)
3617:(x,y) = (-56.7682 , -46.8196)
3618:(x,y) = (-55.9695 , -46.2177)
3619:(x,y) = (-55.8477 , -47.2103)
3620:(x,y) = (-55.8128 , -48.2097)
3621:(x,y) = (-56.6788 , -48.7097)
3622:(x,y) = (-57.5078 , -49.2689)
3623:(x,y) = (-57.3342 , -48.2841)
3624:(x,y) = (-57.0252 , -49.2351)
3625:(x,y) = (-57.6943 , -48.492)
3626:(x,y) = (-58.6918 , -48.4222)
3627:(x,y) = (-59.3212 , -47.6451)
3628:(x,y) = (-60.321 , -47.6276)
3629:(x,y) = (-60.6134 , -46.6713)
3630:(x,y) = (-61.6079 , -46.5668)
3631:(x,y) = (-62.4271 , -45.9932)
3632:(x,y) = (-63.4196 , -46.1151)
3633:(x,y) = (-64.3401 , -46.5058)
3634:(x,y) = (-64.1322 , -45.5277)
3635:(x,y) = (-63.275 , -46.0427)
3636:(x,y) = (-62.3921 , -46.5122)
3637:(x,y) = (-63.3702 , -46.3043)
3638:(x,y) = (-62.5316 , -46.8489)
3639:(x,y) = (-63.5193 , -46.6925)
3640:(x,y) = (-64.2386 , -45.9978)
3641:(x,y) = (-64.9699 , -45.3158)
3642:(x,y) = (-64.516 , -46.2068)
3643:(x,y) = (-65.2353 , -46.9015)
3644:(x,y) = (-65.9546 , -46.2068)
3645:(x,y) = (-64.973 , -46.3976)
3646:(x,y) = (-65.7277 , -45.7416)
3647:(x,y) = (-64.7496 , -45.9495)
3648:(x,y) = (-64.8193 , -46.947)
3649:(x,y) = (-65.8169 , -46.8773)
3650:(x,y) = (-65.904 , -47.8735)
3651:(x,y) = (-66.9034 , -47.8386)
3652:(x,y) = (-66.0046 , -47.4002)
3653:(x,y) = (-66.4895 , -46.5256)
3654:(x,y) = (-67.1322 , -45.7596)
3655:(x,y) = (-68.1268 , -45.8641)
3656:(x,y) = (-68.6714 , -45.0254)
3657:(x,y) = (-69.6708 , -44.9905)
3658:(x,y) = (-70.6611 , -45.1297)
3659:(x,y) = (-71.6556 , -45.0252)
3660:(x,y) = (-71.3968 , -45.9911)
3661:(x,y) = (-71.9845 , -46.8001)
3662:(x,y) = (-71.2298 , -47.4562)
3663:(x,y) = (-71.6206 , -46.5357)
3664:(x,y) = (-71.3956 , -45.5613)
3665:(x,y) = (-71.4131 , -46.5611)
3666:(x,y) = (-71.2739 , -45.5709)
3667:(x,y) = (-70.6311 , -44.8048)
3668:(x,y) = (-70.4062 , -43.8304)
3669:(x,y) = (-70.2154 , -44.8121)
3670:(x,y) = (-70.9701 , -45.4681)
3671:(x,y) = (-71.8087 , -46.0128)
3672:(x,y) = (-71.2937 , -45.1556)
3673:(x,y) = (-70.4277 , -44.6556)
3674:(x,y) = (-69.7983 , -45.4328)
3675:(x,y) = (-70.7643 , -45.6916)
3676:(x,y) = (-71.0733 , -46.6426)
3677:(x,y) = (-71.0384 , -45.6432)
3678:(x,y) = (-72.036 , -45.713)
3679:(x,y) = (-72.9631 , -45.3384)
3680:(x,y) = (-73.0677 , -46.3329)
3681:(x,y) = (-72.2905 , -46.9622)
3682:(x,y) = (-73.1735 , -47.4317)
3683:(x,y) = (-74.1245 , -47.1227)
3684:(x,y) = (-73.4425 , -47.854)
3685:(x,y) = (-72.5153 , -48.2286)
3686:(x,y) = (-71.5337 , -48.4195)
3687:(x,y) = (-71.2918 , -47.4492)
3688:(x,y) = (-70.4088 , -46.9797)
3689:(x,y) = (-71.4075 , -46.9273)
3690:(x,y) = (-71.9521 , -46.0887)
3691:(x,y) = (-71.2701 , -46.82)
3692:(x,y) = (-71.0452 , -47.7944)
3693:(x,y) = (-70.906 , -46.8041)
3694:(x,y) = (-70.4365 , -47.6871)
3695:(x,y) = (-69.4365 , -47.6871)
3696:(x,y) = (-68.4463 , -47.8263)
3697:(x,y) = (-68.7553 , -48.7773)
3698:(x,y) = (-68.5474 , -49.7555)
3699:(x,y) = (-68.0323 , -50.6126)
3700:(x,y) = (-69.0268 , -50.5081)
3701:(x,y) = (-68.0609 , -50.2493)
3702:(x,y) = (-67.1699 , -49.7953)
3703:(x,y) = (-67.4287 , -48.8294)
3704:(x,y) = (-66.7341 , -48.11)
3705:(x,y) = (-65.8205 , -48.5168)
3706:(x,y) = (-66.8108 , -48.3776)
3707:(x,y) = (-67.7956 , -48.2039)
3708:(x,y) = (-67.3416 , -49.0949)
3709:(x,y) = (-68.0107 , -49.8381)
3710:(x,y) = (-68.9504 , -50.1801)
3711:(x,y) = (-69.884 , -50.5385)
3712:(x,y) = (-70.8688 , -50.7121)
3713:(x,y) = (-70.1997 , -49.969)
3714:(x,y) = (-70.7589 , -50.798)
3715:(x,y) = (-71.5575 , -50.1962)
3716:(x,y) = (-71.7654 , -51.1744)
3717:(x,y) = (-72.4725 , -51.8815)
3718:(x,y) = (-72.49 , -50.8816)
3719:(x,y) = (-72.2144 , -51.8429)
3720:(x,y) = (-72.1446 , -52.8404)
3721:(x,y) = (-72.9736 , -53.3996)
3722:(x,y) = (-73.332 , -52.466)
3723:(x,y) = (-74.2883 , -52.7584)
3724:(x,y) = (-75.2699 , -52.5676)
3725:(x,y) = (-75.062 , -53.5458)
3726:(x,y) = (-74.7037 , -52.6122)
3727:(x,y) = (-73.865 , -52.0675)
3728:(x,y) = (-74.8595 , -51.963)
3729:(x,y) = (-73.8692 , -52.1022)
3730:(x,y) = (-72.9704 , -52.5406)
3731:(x,y) = (-71.9923 , -52.7485)
3732:(x,y) = (-70.9997 , -52.6266)
3733:(x,y) = (-69.9999 , -52.6091)
3734:(x,y) = (-69.1807 , -53.1827)
3735:(x,y) = (-68.9219 , -54.1486)
3736:(x,y) = (-69.788 , -54.6486)
3737:(x,y) = (-70.5311 , -53.9795)
3738:(x,y) = (-69.6924 , -54.5242)
3739:(x,y) = (-70.5311 , -53.9795)
3740:(x,y) = (-69.5366 , -53.875)
3741:(x,y) = (-70.5109 , -53.65)
3742:(x,y) = (-69.5328 , -53.8579)
3743:(x,y) = (-70.4941 , -54.1336)
3744:(x,y) = (-70.4417 , -53.135)
3745:(x,y) = (-71.1611 , -53.8296)
3746:(x,y) = (-72.0182 , -54.3447)
3747:(x,y) = (-72.8169 , -54.9465)
3748:(x,y) = (-72.0397 , -55.5758)
3749:(x,y) = (-73.0359 , -55.4886)
3750:(x,y) = (-72.07 , -55.2298)
3751:(x,y) = (-72.3624 , -54.2735)
3752:(x,y) = (-71.4877 , -53.7887)
3753:(x,y) = (-70.4879 , -53.8062)
3754:(x,y) = (-71.4855 , -53.7364)
3755:(x,y) = (-71.1434 , -52.7967)
3756:(x,y) = (-70.9526 , -53.7783)
3757:(x,y) = (-71.3594 , -54.6919)
3758:(x,y) = (-71.5843 , -53.7175)
3759:(x,y) = (-71.6715 , -52.7213)
3760:(x,y) = (-72.0135 , -51.7816)
3761:(x,y) = (-71.8056 , -50.8035)
3762:(x,y) = (-71.0862 , -51.4981)
3763:(x,y) = (-71.5402 , -50.6071)
3764:(x,y) = (-71.3494 , -49.6255)
3765:(x,y) = (-71.1586 , -50.6071)
3766:(x,y) = (-71.0715 , -51.6033)
3767:(x,y) = (-72.017 , -51.2777)
3768:(x,y) = (-71.6586 , -52.2113)
3769:(x,y) = (-72.0653 , -51.2978)
3770:(x,y) = (-71.4497 , -52.0858)
3771:(x,y) = (-70.9802 , -52.9687)
3772:(x,y) = (-71.879 , -52.5304)
3773:(x,y) = (-71.425 , -53.4214)
3774:(x,y) = (-70.4305 , -53.3168)
3775:(x,y) = (-70.9153 , -54.1915)
3776:(x,y) = (-70.0766 , -53.6468)
3777:(x,y) = (-70.0766 , -52.6468)
3778:(x,y) = (-69.202 , -53.1316)
3779:(x,y) = (-69.884 , -53.863)
3780:(x,y) = (-69.9712 , -54.8592)
3781:(x,y) = (-69.0009 , -55.1011)
3782:(x,y) = (-68.1021 , -55.5395)
3783:(x,y) = (-69.0724 , -55.2976)
3784:(x,y) = (-68.1064 , -55.5564)
3785:(x,y) = (-68.9811 , -55.0716)
3786:(x,y) = (-69.5257 , -55.9102)
3787:(x,y) = (-69.5955 , -56.9078)
3788:(x,y) = (-68.7968 , -56.306)
3789:(x,y) = (-69.6449 , -56.8359)
3790:(x,y) = (-70.2327 , -57.6449)
3791:(x,y) = (-71.0713 , -57.1003)
3792:(x,y) = (-70.7293 , -58.04)
3793:(x,y) = (-70.2598 , -57.157)
3794:(x,y) = (-70.9792 , -56.4624)
3795:(x,y) = (-71.4487 , -57.3453)
3796:(x,y) = (-70.4923 , -57.6377)
3797:(x,y) = (-70.2674 , -58.6121)
3798:(x,y) = (-69.536 , -57.9301)
3799:(x,y) = (-70.3747 , -57.3854)
3800:(x,y) = (-69.5867 , -56.7698)
3801:(x,y) = (-68.5964 , -56.9089)
3802:(x,y) = (-67.8651 , -57.5909)
3803:(x,y) = (-67.4267 , -56.6921)
3804:(x,y) = (-68.3722 , -56.3666)
3805:(x,y) = (-67.5736 , -56.9684)
3806:(x,y) = (-67 , -57.7875)
3807:(x,y) = (-66.5933 , -56.874)
3808:(x,y) = (-66.3345 , -57.8399)
3809:(x,y) = (-66.2299 , -58.8344)
3810:(x,y) = (-65.8392 , -59.7549)
3811:(x,y) = (-65.3697 , -58.872)
3812:(x,y) = (-66.0768 , -58.1649)
3813:(x,y) = (-66.8429 , -57.5221)
3814:(x,y) = (-67.4989 , -58.2768)
3815:(x,y) = (-67.9989 , -57.4108)
3816:(x,y) = (-67.6406 , -58.3444)
3817:(x,y) = (-66.7134 , -58.719)
3818:(x,y) = (-66.9042 , -59.7006)
3819:(x,y) = (-67.8439 , -60.0426)
3820:(x,y) = (-68.8287 , -60.2163)
3821:(x,y) = (-67.8325 , -60.1291)
3822:(x,y) = (-68.6096 , -60.7584)
3823:(x,y) = (-67.6171 , -60.8803)
3824:(x,y) = (-67.2264 , -59.9598)
3825:(x,y) = (-67.9084 , -60.6912)
3826:(x,y) = (-68.2007 , -59.7348)
3827:(x,y) = (-67.9928 , -60.713)
3828:(x,y) = (-68.8674 , -60.2282)
3829:(x,y) = (-69.7335 , -59.7282)
3830:(x,y) = (-69.3751 , -58.7946)
3831:(x,y) = (-68.8903 , -57.92)
3832:(x,y) = (-67.92 , -57.6781)
3833:(x,y) = (-67.0212 , -57.2397)
3834:(x,y) = (-67.5948 , -56.4205)
3835:(x,y) = (-66.9128 , -55.6892)
3836:(x,y) = (-67.6559 , -56.3583)
3837:(x,y) = (-67.126 , -57.2064)
3838:(x,y) = (-67.5327 , -56.2928)
3839:(x,y) = (-68.3714 , -55.7482)
3840:(x,y) = (-68.3889 , -54.7483)
3841:(x,y) = (-67.7069 , -54.017)
3842:(x,y) = (-68.5729 , -54.517)
3843:(x,y) = (-68.7121 , -53.5267)
3844:(x,y) = (-68.197 , -52.6695)
3845:(x,y) = (-67.541 , -53.4243)
3846:(x,y) = (-68.329 , -54.0399)
3847:(x,y) = (-67.3442 , -54.2136)
3848:(x,y) = (-67.0186 , -55.1591)
3849:(x,y) = (-66.037 , -55.3499)
3850:(x,y) = (-65.5675 , -54.4669)
3851:(x,y) = (-64.5798 , -54.6234)
3852:(x,y) = (-63.5853 , -54.7279)
3853:(x,y) = (-63.3945 , -55.7095)
3854:(x,y) = (-62.4332 , -55.9852)
3855:(x,y) = (-61.9484 , -55.1106)
3856:(x,y) = (-62.8056 , -54.5955)
3857:(x,y) = (-62.823 , -53.5957)
3858:(x,y) = (-61.8618 , -53.8713)
3859:(x,y) = (-62.852 , -53.7321)
3860:(x,y) = (-63.2588 , -52.8186)
3861:(x,y) = (-62.657 , -52.0199)
3862:(x,y) = (-62.9158 , -51.054)
3863:(x,y) = (-63.5314 , -50.266)
3864:(x,y) = (-62.8623 , -51.0092)
3865:(x,y) = (-63.0702 , -50.031)
3866:(x,y) = (-62.4011 , -49.2879)
3867:(x,y) = (-63.3956 , -49.1833)
3868:(x,y) = (-63.2911 , -50.1779)
3869:(x,y) = (-64.2421 , -49.8688)
3870:(x,y) = (-65.2165 , -50.0938)
3871:(x,y) = (-64.224 , -49.9719)
3872:(x,y) = (-64.0675 , -48.9842)
3873:(x,y) = (-63.3362 , -48.3022)
3874:(x,y) = (-62.4157 , -48.693)
3875:(x,y) = (-63.1928 , -48.0636)
3876:(x,y) = (-63.8875 , -48.783)
3877:(x,y) = (-64.8487 , -49.0586)
3878:(x,y) = (-63.8501 , -49.0063)
3879:(x,y) = (-64.7564 , -48.5837)
3880:(x,y) = (-64.2118 , -47.745)
3881:(x,y) = (-63.805 , -46.8315)
3882:(x,y) = (-62.8595 , -46.5059)
3883:(x,y) = (-62.6176 , -47.4762)
3884:(x,y) = (-63.3948 , -48.1055)
3885:(x,y) = (-62.3961 , -48.0532)
3886:(x,y) = (-61.4302 , -48.312)
3887:(x,y) = (-61.9302 , -49.178)
3888:(x,y) = (-61.0915 , -49.7226)
3889:(x,y) = (-62.0251 , -50.081)
3890:(x,y) = (-61.7832 , -51.0513)
3891:(x,y) = (-61.1012 , -51.7827)
3892:(x,y) = (-61.703 , -50.984)
3893:(x,y) = (-60.8284 , -50.4992)
3894:(x,y) = (-60.1464 , -51.2306)
3895:(x,y) = (-59.9556 , -50.2489)
3896:(x,y) = (-58.9569 , -50.1966)
3897:(x,y) = (-57.9571 , -50.1792)
3898:(x,y) = (-58.5307 , -49.36)
3899:(x,y) = (-58.357 , -50.3448)
3900:(x,y) = (-59.3133 , -50.0524)
3901:(x,y) = (-58.5702 , -50.7216)
3902:(x,y) = (-59.5038 , -50.3632)
3903:(x,y) = (-59.9578 , -49.4722)
3904:(x,y) = (-60.5455 , -50.2812)
3905:(x,y) = (-61.2769 , -49.5992)
3906:(x,y) = (-61.4848 , -50.5774)
3907:(x,y) = (-61.6585 , -49.5926)
3908:(x,y) = (-62.5648 , -50.0152)
3909:(x,y) = (-63.2468 , -49.2838)
3910:(x,y) = (-63.8624 , -48.4958)
3911:(x,y) = (-64.5571 , -47.7765)
3912:(x,y) = (-65.5026 , -48.102)
3913:(x,y) = (-66.3413 , -47.5574)
3914:(x,y) = (-65.8114 , -46.7094)
3915:(x,y) = (-65.2963 , -45.8522)
3916:(x,y) = (-64.3691 , -45.4776)
3917:(x,y) = (-64.2646 , -46.4721)
3918:(x,y) = (-63.7798 , -47.3467)
3919:(x,y) = (-64.5345 , -48.0028)
3920:(x,y) = (-63.5529 , -48.1936)
3921:(x,y) = (-63.6574 , -47.1991)
3922:(x,y) = (-64.6519 , -47.0945)
3923:(x,y) = (-65.0903 , -46.1957)
3924:(x,y) = (-65.6639 , -45.3766)
3925:(x,y) = (-66.2795 , -44.5886)
3926:(x,y) = (-65.8888 , -43.6681)
3927:(x,y) = (-64.889 , -43.6506)
3928:(x,y) = (-65.5183 , -42.8735)
3929:(x,y) = (-65.0799 , -41.9747)
3930:(x,y) = (-65.9709 , -41.5207)
3931:(x,y) = (-66.9368 , -41.2619)
3932:(x,y) = (-66.0163 , -40.8711)
3933:(x,y) = (-65.3472 , -41.6143)
3934:(x,y) = (-65.1393 , -42.5924)
3935:(x,y) = (-65.7686 , -41.8153)
